reviews,clusters,tags
This is a come as your are store. Myself and a couple of my family members used the drive through to purchase some of their summer drinks. I enjoyed the drink but the fruit in the drink were not edible.,Food,Negative
I always use their drive thru but it's always fast and made properly.,Service,Positive
Very quick and personal service.,Service,Positive
Nice.  Big and clean.,Place,Positive
Great place to get a coffee and relaxe and,Place,Positive
Great place to get a coffee and relaxe and,Coffee,Positive
Very positive attitudes and fast service in drive thru despite a long line.,Service,Positive
Always delicious!!,Coffee,Positive
Clean,Place,Positive
Loved the drink,Coffee,Positive
The Starbucks is located inside of the Stop & Shop and some of the people that work there are really immature and unprofessional one person in particular and it's also add light down and there's no drive-through I was searching for one of my area and wanted a quick coffee and was just not aware that I had to get out of my car I know that's a stupid reason to complain about something but when you add to it the fact that people that work there just didn't really care about anything and we're very immature and needed a poor experience￼,Place,Negative
The Starbucks is located inside of the Stop & Shop and some of the people that work there are really immature and unprofessional one person in particular and it's also add light down and there's no drive-through I was searching for one of my area and wanted a quick coffee and was just not aware that I had to get out of my car I know that's a stupid reason to complain about something but when you add to it the fact that people that work there just didn't really care about anything and we're very immature and needed a poor experience￼,Service,Negative
The Starbucks is located inside of the Stop & Shop and some of the people that work there are really immature and unprofessional one person in particular and it's also add light down and there's no drive-through I was searching for one of my area and wanted a quick coffee and was just not aware that I had to get out of my car I know that's a stupid reason to complain about something but when you add to it the fact that people that work there just didn't really care about anything and we're very immature and needed a poor experience￼,Time,Negative
Nicest layout and atmosphere of the locations visited.,Place,Positive
Very good but pricy,Coffee,Neutral
Very good but pricy,Food,Neutral
"love Starbucks
this one is very nice and staff is very cooperative",Place,Positive
"love Starbucks
this one is very nice and staff is very cooperative",Service,Positive
Waited in cafe line. Took awhile since barista misunderstood customer order ahead of me. Also same employee having trouble with her mask since it only went over her mouth? Customers not social distancing and going out the entrance instead of exit. Need a better traffic flow. Left without purchasing.,Service,Negative
Waited in cafe line. Took awhile since barista misunderstood customer order ahead of me. Also same employee having trouble with her mask since it only went over her mouth? Customers not social distancing and going out the entrance instead of exit. Need a better traffic flow. Left without purchasing.,Place,Negative
Waited in cafe line. Took awhile since barista misunderstood customer order ahead of me. Also same employee having trouble with her mask since it only went over her mouth? Customers not social distancing and going out the entrance instead of exit. Need a better traffic flow. Left without purchasing.,Time,Negative
"Awful. Waited at window for 30 min, drinks place after mine were made. They said my ticket never printed out and shrugged and said sorry. Not good customer service.",Time,Negative
"Love there. Nice staff, quick service and excellent location.",Service,Positive
"Love there. Nice staff, quick service and excellent location.",Place,Positive
Nice people!,Service,Positive
Another starbucks!,Place,Neutral
Still hooked,Coffee,Positive
Always busy. Fast service. Usually make very good drinks.,Time,Positive
Always busy. Fast service. Usually make very good drinks.,Coffee,Positive
Always busy. Fast service. Usually make very good drinks.,Service,Positive
Don't like coffee,Coffee,Negative
Wonderful Baristas,Service,Positive
Great service. A little slow but folks are nice.,Service,Positive
You mean 5 bucks. Cause everything is 5 bucks.,Food,Negative
Good coffee.,Coffee,Positive
Great Starbucks location with plenty of room to do homework,Place,Positive
